# HOMER Peaks
# Peak finding parameters:
# tag directory = IP_rep1_tags
#
# total peaks = 11103
# peak size = 300
# peaks found using tags on both strands
# minimum distance between peaks = 200
# fragment length = 160
# genome size = 2000000000
# Total tags = 25256038.0
# Total tags in peaks = 1060916.0
# Approximate IP efficiency = 4.20%
# tags per bp = 0.001100
# expected tags per peak = 0.330
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 6.331788e-08
# FDR tag threshold = 7.0
# number of putative peaks = 13440
#
# input tag directory = INPUT_rep1_tags
# Fold over input required = 1.50
# Poisson p-value over input required = 1.00e-03
# Putative peaks filtered by input = 2187
#
# size of region used for local filtering = 10000
# Fold over local region required = 1.50
# Poisson p-value over local region required = 1.00e-03
# Putative peaks filtered by local signal = 143
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 7
#
# cmd = findPeaks IP_rep1_tags -style factor -F 1.5 -P 0.001 -L 1.5 -LP 0.001 -minDist 200 -size 300 -inputSize 600 -i INPUT_rep1_tags -o IP_rep1_vs_INPUT_rep1_peaks.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr7-355	chr7	2688466	2688766	+	27.3	0.764	7.000000	61.0	8.0	7.63	9.30e-33	4.37	4.82e-23	0.85
chr7-274	chr7	68257620	68257920	+	27.3	0.986	8.000000	61.0	3.0	20.35	1.31e-56	34.86	2.40e-79	0.74
chr7-444	chr7	76303493	76303793	+	27.3	0.843	7.000000	61.0	8.0	7.63	9.30e-33	5.43	3.33e-28	0.85
chr7-284	chr7	79211215	79211515	+	27.3	0.932	8.000000	61.0	4.0	15.26	2.05e-49	106.24	3.56e-112	0.85
chr7-452	chr7	84023770	84024070	+	27.3	0.986	7.000000	61.0	6.0	10.17	1.59e-39	19.92	3.27e-63	0.85
chr7-319	chr7	131606565	131606865	+	27.3	0.958	8.000000	61.0	5.0	12.21	6.26e-44	7.15	3.72e-35	0.85
chr7-537	chr7	135714605	135714905	+	27.3	0.671	7.000000	61.0	14.0	4.36	1.73e-20	18.29	8.81e-61	0.85
chr7-335	chr7	155866276	155866576	+	27.3	0.987	8.000000	61.0	3.0	20.35	1.31e-56	7.20	2.54e-35	0.85
chr8-250	chr8	56993110	56993410	+	27.3	0.762	8.000000	61.0	5.0	12.21	6.26e-44	21.45	2.51e-65	0.74
chr8-411	chr8	95708397	95708697	+	27.3	0.857	7.000000	61.0	4.0	15.26	2.05e-49	85.81	7.67e-106	0.85
chr8-194	chr8	98790770	98791070	+	27.3	0.812	9.000000	61.0	11.0	5.55	1.34e-25	15.07	2.46e-55	0.74
chr8-434	chr8	102009851	102010151	+	27.3	0.800	7.000000	61.0	6.0	10.17	1.59e-39	28.60	1.33e-73	0.99
chr8-325	chr8	130033154	130033454	+	27.3	0.929	8.000000	61.0	8.0	7.63	9.30e-33	8.26	6.21e-39	0.74
chr9-239	chr9	83432227	83432527	+	27.3	0.871	8.000000	61.0	6.0	10.17	1.59e-39	28.60	1.33e-73	0.74
chr9-377	chr9	93382775	93383075	+	27.3	0.986	7.000000	61.0	7.0	8.72	7.20e-36	13.86	5.51e-53	0.85
chr9-182	chr9	96561427	96561727	+	27.3	0.972	9.000000	61.0	12.0	5.09	1.01e-23	11.87	1.07e-48	0.74
chr9-263	chr9	109042876	109043176	+	27.3	0.958	8.000000	61.0	0.5	122.07	5.18e-103	19.74	5.86e-63	0.74
chr9-267	chr9	112175560	112175860	+	27.3	0.762	8.000000	61.0	7.0	8.72	7.20e-36	8.20	9.73e-39	0.99
chr9-197	chr9	124419364	124419664	+	27.3	0.812	9.000000	61.0	3.0	20.35	1.31e-56	11.21	3.88e-47	0.74
chr9-434	chr9	126642996	126643296	+	27.3	0.833	7.000000	61.0	11.0	5.55	1.34e-25	9.83	1.46e-43	0.99
chr9-282	chr9	127117405	127117705	+	27.3	0.974	8.000000	61.0	4.0	15.26	2.05e-49	7.80	2.03e-37	0.85
chr10-117	chr10	3652080	3652380	+	27.3	0.937	8.000000	61.0	4.0	15.26	2.05e-49	37.81	1.02e-81	0.99
chr10-55	chr10	11164509	11164809	+	27.3	0.986	10.000000	61.0	1.0	61.04	7.37e-85	27.21	3.70e-72	0.60
chr11-213	chr11	65574143	65574443	+	27.3	0.761	8.000000	61.0	4.0	15.26	2.05e-49	6.20	1.68e-31	0.74
chr11-141	chr11	66958239	66958539	+	27.3	0.671	9.000000	61.0	7.0	8.72	7.20e-36	11.68	2.92e-48	0.85
chr11-223	chr11	69123034	69123334	+	27.3	0.784	8.000000	61.0	2.0	30.52	6.35e-67	7.06	7.94e-35	0.74
chr11-370	chr11	119029975	119030275	+	27.3	0.836	7.000000	61.0	6.0	10.17	1.59e-39	12.75	1.13e-50	1.19
chr12-381	chr12	52975560	52975860	+	27.3	0.661	7.000000	61.0	4.0	15.26	2.05e-49	4.95	5.99e-26	0.99
chr13-68	chr13	24021553	24021853	+	27.3	0.890	8.000000	61.0	5.0	12.21	6.26e-44	29.36	2.35e-74	0.85
chr13-73	chr13	26711796	26712096	+	27.3	0.986	8.000000	61.0	5.0	12.21	6.26e-44	22.31	1.89e-66	0.74
chr14-107	chr14	24093973	24094273	+	27.3	0.986	10.000000	61.0	7.0	8.72	7.20e-36	13.28	8.40e-52	0.60
chr14-149	chr14	37584211	37584511	+	27.3	0.545	9.000000	61.0	3.0	20.35	1.31e-56	7.24	1.73e-35	0.66
chr14-360	chr14	65387481	65387781	+	27.3	0.957	7.000000	61.0	3.0	20.35	1.31e-56	19.74	5.86e-63	0.85
chr14-377	chr14	73633789	73634089	+	27.3	0.815	7.000000	61.0	13.0	4.70	5.02e-22	9.22	7.63e-42	1.19
chr14-42	chr14	102086890	102087190	+	27.3	0.843	14.000000	61.0	6.0	10.17	1.59e-39	29.75	9.71e-75	0.43
chr15-96	chr15	40704223	40704523	+	27.3	0.986	10.000000	61.0	5.0	12.21	6.26e-44	33.30	5.17e-78	0.60
chr15-135	chr15	50182018	50182318	+	27.3	0.683	9.000000	61.0	10.0	6.10	1.07e-27	14.12	1.65e-53	0.66
chr15-328	chr15	56465001	56465301	+	27.3	0.640	7.000000	61.0	5.0	12.21	6.26e-44	16.17	2.67e-57	0.85
chr15-387	chr15	75937304	75937604	+	27.3	0.786	7.000000	61.0	4.0	15.26	2.05e-49	97.00	1.78e-109	0.85
chr15-418	chr15	89335106	89335406	+	27.3	0.444	7.000000	61.0	5.0	12.21	6.26e-44	4.97	4.68e-26	0.85
chr15-436	chr15	91834451	91834751	+	27.3	0.957	7.000000	61.0	4.0	15.26	2.05e-49	16.90	1.49e-58	0.85
chr16-469	chr16	1990518	1990818	+	27.3	0.590	7.000000	61.0	7.0	8.72	7.20e-36	11.62	4.06e-48	0.85
chr16-136	chr16	4152266	4152566	+	27.3	0.775	11.000000	61.0	5.0	12.21	6.26e-44	14.87	5.84e-55	0.60
chr16-491	chr16	4183333	4183633	+	27.3	0.745	7.000000	61.0	11.0	5.55	1.34e-25	16.17	2.67e-57	0.99
chr16-503	chr16	4847116	4847416	+	27.3	0.988	7.000000	61.0	6.0	10.17	1.59e-39	10.88	2.51e-46	0.85
chr16-576	chr16	30486199	30486499	+	27.3	0.986	7.000000	61.0	3.0	20.35	1.31e-56	10.52	2.06e-45	0.85
chr16-372	chr16	30525990	30526290	+	27.3	0.788	8.000000	61.0	9.0	6.78	4.60e-30	5.26	1.92e-27	0.85
chr16-255	chr16	30775740	30776040	+	27.3	0.809	9.000000	61.0	8.0	7.63	9.30e-33	14.39	4.81e-54	0.74
chr16-390	chr16	68245035	68245335	+	27.3	0.565	8.000000	61.0	2.0	30.52	6.35e-67	5.84	5.16e-30	0.85
chr16-151	chr16	70523772	70524072	+	27.3	0.826	11.000000	61.0	5.0	12.21	6.26e-44	17.71	7.22e-60	0.74
chr17-1068	chr17	1136752	1137052	+	27.3	0.986	8.000000	61.0	0.5	122.07	5.18e-103	27.21	3.70e-72	0.74
chr17-1461	chr17	41772076	41772376	+	27.3	0.703	7.000000	61.0	6.0	10.17	1.59e-39	21.45	2.51e-65	0.85
chr17-1474	chr17	48101300	48101600	+	27.3	0.957	7.000000	61.0	10.0	6.10	1.07e-27	8.17	1.22e-38	0.85
chr17-657	chr17	57032280	57032580	+	27.3	0.986	10.000000	61.0	1.0	61.04	7.37e-85	18.44	5.15e-61	0.66
chr17-853	chr17	57875366	57875666	+	27.3	0.986	9.000000	61.0	7.0	8.72	7.20e-36	6.82	6.03e-34	0.66
chr17-1645	chr17	60475855	60476155	+	27.3	0.652	7.000000	61.0	37.0	1.65	1.85e-04	2.17	7.30e-09	0.99
chr17-1813	chr17	64135613	64135913	+	27.3	0.986	7.000000	61.0	5.0	12.21	6.26e-44	14.97	3.79e-55	0.85
chr17-1869	chr17	76584968	76585268	+	27.3	0.991	7.000000	61.0	1.0	61.04	7.37e-85	12.97	3.77e-51	0.99
chr19-301	chr19	19761624	19761924	+	27.3	0.986	7.000000	61.0	1.0	61.04	7.37e-85	101.41	8.56e-111	0.85
chr19-315	chr19	36838323	36838623	+	27.3	0.929	7.000000	61.0	2.0	30.52	6.35e-67	51.88	5.51e-91	0.85
chr19-91	chr19	46940255	46940555	+	27.3	0.793	10.000000	61.0	6.0	10.17	1.59e-39	20.28	1.00e-63	0.85
chr20-2032	chr20	24468964	24469264	+	27.3	0.957	7.000000	61.0	5.0	12.21	6.26e-44	15.60	2.67e-56	0.85
chr20-1816	chr20	50958943	50959243	+	27.3	0.988	8.000000	61.0	11.0	5.55	1.34e-25	27.89	7.16e-73	0.85
chr20-2278	chr20	51574016	51574316	+	27.3	0.692	7.000000	61.0	12.0	5.09	1.01e-23	7.31	9.63e-36	0.85
chr20-1822	chr20	51800635	51800935	+	27.3	0.598	8.000000	61.0	16.0	3.81	8.43e-18	3.09	2.17e-15	0.74
chr20-1474	chr20	51932228	51932528	+	27.3	0.729	9.000000	61.0	20.0	3.05	1.38e-13	5.34	8.63e-28	0.74
chr20-2385	chr20	54426158	54426458	+	27.3	0.736	7.000000	61.0	35.0	1.74	4.30e-05	2.51	2.23e-11	0.99
chr20-1263	chr20	54731484	54731784	+	27.3	0.608	10.000000	61.0	29.0	2.10	1.50e-07	3.54	2.94e-18	0.74
chr20-1984	chr20	57814269	57814569	+	27.3	0.573	8.000000	61.0	4.0	15.26	2.05e-49	3.79	8.32e-20	0.74
chrX-45	chrX	68433213	68433513	+	27.3	0.723	9.000000	61.0	2.0	30.52	6.35e-67	9.87	1.11e-43	0.85
chrX-140	chrX	147980522	147980822	+	27.3	0.986	7.000000	61.0	4.0	15.26	2.05e-49	57.21	7.38e-94	0.85
chr1-297	chr1	43536566	43536866	+	26.9	0.679	9.000000	60.2	8.0	7.52	7.11e-32	11.16	2.33e-46	0.62
chr1-298	chr1	43991643	43991943	+	26.9	0.757	9.000000	60.2	2.0	30.08	1.94e-65	7.45	9.91e-36	0.71
chr1-658	chr1	44986430	44986730	+	26.9	0.870	7.000000	60.2	4.0	15.04	3.13e-48	16.53	4.09e-57	0.71
chr1-788	chr1	151111266	151111566	+	26.9	0.986	7.000000	60.2	12.0	5.01	5.17e-23	15.48	2.67e-55	0.71
chr1-504	chr1	155117699	155117999	+	26.9	0.764	8.000000	60.2	3.0	20.05	2.67e-55	14.00	1.56e-52	0.62
chr1-835	chr1	171781315	171781615	+	26.9	0.664	7.000000	60.2	6.0	10.03	1.61e-38	11.57	2.46e-47	0.99
chr2-248	chr2	260843	261143	+	26.9	0.841	8.000000	60.2	6.0	10.03	1.61e-38	6.43	5.51e-32	0.71
chr2-49	chr2	36960887	36961187	+	26.9	0.986	14.000000	60.2	6.0	10.03	1.61e-38	37.27	3.86e-80	0.35
chr2-300	chr2	74130384	74130684	+	26.9	0.855	8.000000	60.2	4.0	15.04	3.13e-48	9.56	3.20e-42	0.62
chr2-463	chr2	85611681	85611981	+	26.9	0.778	7.000000	60.2	2.0	30.08	1.94e-65	15.06	1.56e-54	0.71
chr2-474	chr2	96872696	96872996	+	26.9	0.760	7.000000	60.2	7.0	8.59	6.29e-35	5.64	9.69e-29	0.83
chr2-109	chr2	182908264	182908564	+	26.9	0.986	11.000000	60.2	5.0	12.03	7.65e-43	219.87	6.53e-132	0.45
chr2-578	chr2	217672598	217672898	+	26.9	0.986	7.000000	60.2	4.0	15.04	3.13e-48	87.95	4.71e-105	0.71
chr3-592	chr3	4719167	4719467	+	26.9	0.986	7.000000	60.2	4.0	15.04	3.13e-48	26.49	2.23e-70	0.71
chr3-614	chr3	12947624	12947924	+	26.9	0.829	7.000000	60.2	8.0	7.52	7.11e-32	8.02	1.24e-37	0.71
chr3-289	chr3	57540736	57541036	+	26.9	0.986	9.000000	60.2	3.0	20.05	2.67e-55	75.82	1.01e-100	0.55
chr3-208	chr3	61815108	61815408	+	26.9	0.716	10.000000	60.2	13.0	4.63	2.37e-21	4.17	1.18e-21	0.50
chr3-810	chr3	101676376	101676676	+	26.9	0.907	7.000000	60.2	7.0	8.59	6.29e-35	15.70	1.08e-55	0.71
chr3-836	chr3	125519926	125520226	+	26.9	0.793	7.000000	60.2	11.0	5.47	7.45e-25	12.93	2.35e-50	0.83
chr3-526	chr3	126632419	126632719	+	26.9	0.986	8.000000	60.2	5.0	12.03	7.65e-43	20.74	1.85e-63	0.62
chr3-856	chr3	134686121	134686421	+	26.9	0.986	7.000000	60.2	4.0	15.04	3.13e-48	28.55	1.63e-72	0.71
chr3-366	chr3	161105206	161105506	+	26.9	0.913	9.000000	60.2	6.0	10.03	1.61e-38	9.32	1.53e-41	0.55
chr3-908	chr3	172785349	172785649	+	26.9	0.986	7.000000	60.2	2.0	30.08	1.94e-65	24.16	9.12e-68	0.71
chr3-927	chr3	187737834	187738134	+	26.9	0.986	7.000000	60.2	3.0	20.05	2.67e-55	7.88	3.64e-37	0.71
chr4-132	chr4	15681579	15681879	+	26.9	0.676	7.000000	60.2	5.0	12.03	7.65e-43	24.16	9.12e-68	0.83
chr5-216	chr5	424034	424334	+	26.9	0.552	7.000000	60.2	3.0	20.05	2.67e-55	9.52	4.16e-42	0.83
chr5-104	chr5	16840791	16841091	+	26.9	0.783	9.000000	60.2	6.0	10.03	1.61e-38	21.56	1.53e-64	0.55
chr5-149	chr5	18360097	18360397	+	26.9	0.986	8.000000	60.2	4.0	15.04	3.13e-48	24.98	1.02e-68	0.62
chr5-128	chr5	149731616	149731916	+	26.9	0.974	9.000000	60.2	2.0	30.08	1.94e-65	15.48	2.67e-55	0.55
chr6-281	chr6	30061053	30061353	+	26.9	0.988	7.000000	60.2	7.0	8.59	6.29e-35	84.56	6.58e-104	0.83
chr6-142	chr6	106135095	106135395	+	26.9	0.812	9.000000	60.2	4.0	15.04	3.13e-48	22.21	2.20e-65	0.55
chr6-397	chr6	163325009	163325309	+	26.9	0.986	7.000000	60.2	2.0	30.08	1.94e-65	37.91	1.24e-80	0.71
chr7-251	chr7	5998539	5998839	+	26.9	0.986	8.000000	60.2	9.0	6.68	3.12e-29	23.64	3.76e-67	0.62
chr7-232	chr7	151634815	151635115	+	26.9	0.986	9.000000	60.2	2.0	30.08	1.94e-65	28.55	1.63e-72	0.55
chr7-82	chr7	156516097	156516397	+	26.9	0.973	12.000000	60.2	6.0	10.03	1.61e-38	12.86	3.39e-50	0.45
chr8-179	chr8	73746151	73746451	+	26.9	0.515	9.000000	60.2	0.5	120.30	6.32e-101	10.67	3.69e-45	0.55
chr8-412	chr8	95762058	95762358	+	26.9	0.791	7.000000	60.2	8.0	7.52	7.11e-32	14.56	1.32e-53	0.83
chr8-232	chr8	143684303	143684603	+	26.9	0.794	9.000000	60.2	6.0	10.03	1.61e-38	9.40	9.14e-42	0.62
chr9-234	chr9	75088527	75088827	+	26.9	0.683	8.000000	60.2	3.0	20.05	2.67e-55	19.12	3.59e-61	0.62
chr9-255	chr9	93951049	93951349	+	26.9	0.824	8.000000	60.2	4.0	15.04	3.13e-48	13.01	1.62e-50	0.62
chr9-394	chr9	108846359	108846659	+	26.9	0.986	7.000000	60.2	5.0	12.03	7.65e-43	15.70	1.08e-55	0.71
chr9-411	chr9	114398912	114399212	+	26.9	0.562	7.000000	60.2	4.0	15.04	3.13e-48	13.83	3.47e-52	0.71
chr10-307	chr10	113922107	113922407	+	26.9	0.986	7.000000	60.2	1.0	60.15	4.49e-83	25.57	2.28e-69	0.71
chr11-282	chr11	50112861	50113161	+	26.9	0.986	7.000000	60.2	2.0	30.08	1.94e-65	37.27	3.86e-80	0.83
chr11-286	chr11	62548389	62548689	+	26.9	0.986	7.000000	60.2	9.0	6.68	3.12e-29	7.35	2.19e-35	0.71
chr11-348	chr11	85664708	85665008	+	26.9	0.698	7.000000	60.2	12.0	5.01	5.17e-23	14.96	2.41e-54	0.71
chr11-112	chr11	117184861	117185161	+	26.9	0.944	10.000000	60.2	2.0	30.08	1.94e-65	15.06	1.56e-54	0.50
chr12-174	chr12	64610526	64610826	+	26.9	0.859	9.000000	60.2	2.0	30.08	1.94e-65	8.36	1.07e-38	0.62
chr12-287	chr12	120201196	120201496	+	26.9	0.704	8.000000	60.2	8.0	7.52	7.11e-32	11.63	1.77e-47	0.83
chr13-112	chr13	25857729	25858029	+	26.9	0.818	7.000000	60.2	5.0	12.03	7.65e-43	33.83	2.33e-77	0.83
chr14-193	chr14	23233313	23233613	+	26.9	0.986	8.000000	60.2	6.0	10.03	1.61e-38	13.49	1.67e-51	0.62
chr14-336	chr14	52830519	52830819	+	26.9	0.710	7.000000	60.2	5.0	12.03	7.65e-43	15.48	2.67e-55	0.71
chr14-131	chr14	100289752	100290052	+	26.9	0.974	10.000000	60.2	6.0	10.03	1.61e-38	7.77	8.48e-37	0.62
chr14-266	chr14	102845387	102845687	+	26.9	0.986	8.000000	60.2	5.0	12.03	7.65e-43	81.43	8.31e-103	0.62
chr14-283	chr14	105273086	105273386	+	26.9	0.827	8.000000	60.2	3.0	20.05	2.67e-55	17.59	7.68e-59	0.71
chr15-346	chr15	66702358	66702658	+	26.9	0.988	7.000000	60.2	7.0	8.59	6.29e-35	6.28	2.08e-31	0.99
chr15-234	chr15	72230024	72230324	+	26.9	0.710	8.000000	60.2	8.0	7.52	7.11e-32	3.18	8.75e-16	0.62
chr15-371	chr15	72689724	72690024	+	26.9	0.986	7.000000	60.2	10.0	6.02	6.52e-27	8.62	1.67e-39	0.71
chr15-383	chr15	75451662	75451962	+	26.9	0.626	7.000000	60.2	6.0	10.03	1.61e-38	4.89	2.64e-25	0.71
chr15-455	chr15	100602443	100602743	+	26.9	0.963	7.000000	60.2	6.0	10.03	1.61e-38	19.46	1.16e-61	0.83
chr15-129	chr15	100943531	100943831	+	26.9	0.895	10.000000	60.2	4.0	15.04	3.13e-48	5.83	1.44e-29	0.55
chr16-467	chr16	1893158	1893458	+	26.9	0.986	7.000000	60.2	6.0	10.03	1.61e-38	6.89	9.75e-34	0.71
chr16-135	chr16	3208293	3208593	+	26.9	0.959	11.000000	60.2	3.0	20.05	2.67e-55	11.33	8.98e-47	0.50
chr16-511	chr16	10336842	10337142	+	26.9	0.986	7.000000	60.2	12.0	5.01	5.17e-23	20.74	1.85e-63	0.71
chr16-352	chr16	20432556	20432856	+	26.9	0.708	8.000000	60.2	2.0	30.08	1.94e-65	14.86	3.71e-54	0.62
chr16-561	chr16	27779470	27779770	+	26.9	0.986	7.000000	60.2	1.0	60.15	4.49e-83	7.38	1.80e-35	0.71
chr16-621	chr16	71350148	71350448	+	26.9	0.986	7.000000	60.2	3.0	20.05	2.67e-55	15.27	6.50e-55	0.71
chr16-403	chr16	74473475	74473775	+	26.9	0.928	8.000000	60.2	6.0	10.03	1.61e-38	27.14	4.51e-71	0.62
chr16-659	chr16	83952660	83952960	+	26.9	0.753	7.000000	60.2	4.0	15.04	3.13e-48	11.22	1.70e-46	0.71
chr16-679	chr16	85554545	85554845	+	26.9	0.901	7.000000	60.2	2.0	30.08	1.94e-65	5.32	2.37e-27	0.71
chr16-690	chr16	86555079	86555379	+	26.9	0.767	7.000000	60.2	12.0	5.01	5.17e-23	14.96	2.41e-54	0.71
chr16-692	chr16	87792762	87793062	+	26.9	0.986	7.000000	60.2	5.0	12.03	7.65e-43	6.37	9.12e-32	0.71
chr17-1436	chr17	8122950	8123250	+	26.9	0.847	7.000000	60.2	3.0	20.05	2.67e-55	7.45	9.91e-36	0.83
chr17-1378	chr17	64918809	64919109	+	26.9	0.870	8.000000	60.2	6.0	10.03	1.61e-38	14.28	4.61e-53	0.62
chr19-245	chr19	3500358	3500658	+	26.9	0.913	7.000000	60.2	1.0	60.15	4.49e-83	36.64	1.17e-79	0.71
chr19-281	chr19	13179315	13179615	+	26.9	0.986	7.000000	60.2	4.0	15.04	3.13e-48	24.43	4.43e-68	0.71
chr19-182	chr19	18405553	18405853	+	26.9	0.895	8.000000	60.2	1.0	60.15	4.49e-83	25.57	2.28e-69	0.71
chr19-218	chr19	48552026	48552326	+	26.9	0.870	8.000000	60.2	2.0	30.08	1.94e-65	7.43	1.21e-35	0.62
chr19-392	chr19	57527060	57527360	+	26.9	0.879	7.000000	60.2	6.0	10.03	1.61e-38	22.44	1.14e-65	0.83
chr19-239	chr19	58395518	58395818	+	26.9	0.709	8.000000	60.2	2.0	30.08	1.94e-65	11.57	2.46e-47	0.83
chr20-1612	chr20	24406926	24407226	+	26.9	0.788	8.000000	60.2	6.0	10.03	1.61e-38	10.99	5.94e-46	0.71
chr20-2071	chr20	45779032	45779332	+	26.9	0.944	7.000000	60.2	5.0	12.03	7.65e-43	24.43	4.43e-68	0.71
chr20-1765	chr20	48668818	48669118	+	26.9	0.683	8.000000	60.2	22.0	2.73	1.83e-11	3.08	3.54e-15	0.71
chr20-2478	chr20	59634483	59634783	+	26.9	0.986	7.000000	60.2	4.0	15.04	3.13e-48	8.90	2.43e-40	0.71
chr20-2488	chr20	62386887	62387187	+	26.9	0.835	7.000000	60.2	12.0	5.01	5.17e-23	6.96	5.62e-34	0.71
chr22-63	chr22	11285183	11285483	+	26.9	0.986	7.000000	60.2	8.0	7.52	7.11e-32	18.95	6.27e-61	0.71
chr22-65	chr22	17847437	17847737	+	26.9	0.710	7.000000	60.2	3.0	20.05	2.67e-55	18.95	6.27e-61	0.71
chr1-125	chr1	1375110	1375410	+	26.5	0.899	12.000000	59.3	6.0	9.88	1.62e-37	17.47	8.14e-58	0.45
chr1-628	chr1	28247198	28247498	+	26.5	0.758	7.000000	59.3	4.0	14.82	4.70e-47	16.66	1.61e-56	0.83
chr1-715	chr1	109725599	109725899	+	26.5	0.986	7.000000	59.3	4.0	14.82	4.70e-47	36.11	4.30e-78	0.83
chr1-65	chr1	113929145	113929445	+	26.5	0.517	16.000000	59.3	24.0	2.47	1.22e-09	3.78	3.32e-19	0.31
chr1-323	chr1	114432463	114432763	+	26.5	0.971	9.000000	59.3	18.0	3.29	1.80e-14	6.53	6.60e-32	0.55
chr1-244	chr1	114618136	114618436	+	26.5	0.860	10.000000	59.3	29.0	2.04	6.70e-07	3.58	4.81e-18	0.55
chr1-484	chr1	145712896	145713196	+	26.5	0.809	8.000000	59.3	4.0	14.82	4.70e-47	3.01	1.60e-14	0.71
chr1-333	chr1	147669799	147670099	+	26.5	0.944	9.000000	59.3	13.0	4.56	1.10e-20	12.45	1.28e-48	0.55
chr1-263	chr1	173868470	173868770	+	26.5	0.897	10.000000	59.3	10.0	5.93	3.93e-26	11.11	1.40e-45	0.50
chr1-377	chr1	228139999	228140299	+	26.5	0.750	9.000000	59.3	9.0	6.59	2.09e-28	12.52	8.96e-49	0.62
chr1-558	chr1	230642421	230642721	+	26.5	0.781	8.000000	59.3	4.0	14.82	4.70e-47	60.18	1.22e-92	0.62
chr2-477	chr2	98087003	98087303	+	26.5	0.986	7.000000	59.3	7.0	8.47	5.40e-34	14.16	4.39e-52	0.83
chr2-151	chr2	112645288	112645588	+	26.5	0.943	10.000000	59.3	1.0	59.27	2.70e-81	21.45	1.76e-63	0.55
chr2-328	chr2	148020479	148020779	+	26.5	0.704	8.000000	59.3	5.0	11.85	9.19e-42	40.12	4.44e-81	0.71
chr2-514	chr2	150486205	150486505	+	26.5	0.762	7.000000	59.3	6.0	9.88	1.62e-37	12.10	7.33e-48	0.83
chr2-164	chr2	227432234	227432534	+	26.5	0.882	10.000000	59.3	3.0	19.76	5.34e-54	50.38	1.46e-87	0.55
chr3-588	chr3	2290073	2290373	+	26.5	0.985	7.000000	59.3	1.0	59.27	2.70e-81	38.68	4.78e-80	0.71
chr3-185	chr3	10164793	10165093	+	26.5	0.677	10.000000	59.3	12.0	4.94	2.60e-22	5.98	8.72e-30	0.55
chr3-647	chr3	43689967	43690267	+	26.5	0.870	7.000000	59.3	4.0	14.82	4.70e-47	18.36	3.52e-59	0.71
chr3-720	chr3	64008564	64008864	+	26.5	0.500	7.000000	59.3	35.0	1.69	1.34e-04	2.42	1.85e-10	0.83
chr3-152	chr3	64142188	64142488	+	26.5	0.743	11.000000	59.3	32.0	1.85	1.22e-05	3.24	5.43e-16	0.50
chr3-236	chr3	120348876	120349176	+	26.5	0.644	10.000000	59.3	6.0	9.88	1.62e-37	10.12	3.97e-43	0.55
chr3-849	chr3	129877695	129877995	+	26.5	0.861	7.000000	59.3	5.0	11.85	9.19e-42	9.54	1.39e-41	0.99
chr3-533	chr3	133742713	133743013	+	26.5	0.958	8.000000	59.3	2.0	29.63	5.82e-64	20.63	2.10e-62	0.71
chr3-349	chr3	138915966	138916266	+	26.5	0.907	9.000000	59.3	5.0	11.85	9.19e-42	8.40	2.88e-38	0.62
chr3-550	chr3	149657845	149658145	+	26.5	0.636	8.000000	59.3	6.0	9.88	1.62e-37	10.03	6.97e-43	0.62
chr3-895	chr3	155891733	155892033	+	26.5	0.989	7.000000	59.3	4.0	14.82	4.70e-47	20.63	2.10e-62	0.71
chr3-576	chr3	189304411	189304711	+	26.5	0.753	8.000000	59.3	3.0	19.76	5.34e-54	33.33	7.88e-76	0.71
chr4-88	chr4	681729	682029	+	26.5	0.986	8.000000	59.3	1.0	59.27	2.70e-81	7.85	1.53e-36	0.71
chr4-127	chr4	2963925	2964225	+	26.5	0.570	7.000000	59.3	5.0	11.85	9.19e-42	8.08	2.71e-37	0.71
chr4-11	chr4	30962585	30962885	+	26.5	0.985	14.000000	59.3	1.0	59.27	2.70e-81	4332.67	1.31e-216	0.35
chr5-98	chr5	1882867	1883167	+	26.5	0.987	9.000000	59.3	6.0	9.88	1.62e-37	7.55	1.50e-35	0.62
chr5-302	chr5	124836097	124836397	+	26.5	0.985	7.000000	59.3	2.0	29.63	5.82e-64	19.00	3.94e-60	0.71
chr5-182	chr5	127030043	127030343	+	26.5	0.943	8.000000	59.3	5.0	11.85	9.19e-42	28.88	8.48e-72	0.62
chr5-307	chr5	132963767	132964067	+	26.5	0.941	7.000000	59.3	4.0	14.82	4.70e-47	11.11	1.40e-45	0.71
chr6-82	chr6	10694725	10695025	+	26.5	0.788	10.000000	59.3	9.0	6.59	2.09e-28	9.34	5.14e-41	0.50
chr6-289	chr6	32154403	32154703	+	26.5	0.769	7.000000	59.3	3.0	19.76	5.34e-54	8.84	1.34e-39	0.71
chr7-402	chr7	44490108	44490408	+	26.5	0.667	7.000000	59.3	5.0	11.85	9.19e-42	6.86	3.92e-33	0.71
chr8-481	chr8	123166248	123166548	+	26.5	0.684	7.000000	59.3	6.0	9.88	1.62e-37	6.28	5.82e-31	0.83
