# HOMER Peaks
# Peak finding parameters:
# tag directory = IP_rep2_tags
#
# total peaks = 17988
# peak size = 300
# peaks found using tags on both strands
# minimum distance between peaks = 200
# fragment length = 158
# genome size = 2000000000
# Total tags = 25730812.0
# Total tags in peaks = 1107194.0
# Approximate IP efficiency = 4.30%
# tags per bp = 0.003174
# expected tags per peak = 0.952
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 7.556326e-07
# FDR tag threshold = 9.0
# number of putative peaks = 30501
#
# input tag directory = INPUT_rep2_tags
# Fold over input required = 1.50
# Poisson p-value over input required = 1.00e-03
# Putative peaks filtered by input = 12098
#
# size of region used for local filtering = 10000
# Fold over local region required = 1.50
# Poisson p-value over local region required = 1.00e-03
# Putative peaks filtered by local signal = 414
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 1
#
# cmd = findPeaks IP_rep2_tags -style factor -F 1.5 -P 0.001 -L 1.5 -LP 0.001 -minDist 200 -size 300 -inputSize 600 -i INPUT_rep2_tags -o IP_rep2_vs_INPUT_rep2_peaks.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr1-1516	chr1	115833938	115834238	+	19.0	0.738	10.000000	13.4	1.0	13.44	6.36e-11	5.54	7.04e-21	1.18
chr1-366	chr1	116632548	116632848	+	19.0	0.855	17.000000	13.4	1.0	13.44	6.36e-11	8.25	3.99e-28	0.79
chr1-2097	chr1	117328785	117329085	+	19.0	0.980	9.000000	13.4	2.0	6.72	2.07e-07	10.16	4.52e-32	1.31
chr1-901	chr1	117655142	117655442	+	19.0	0.690	12.000000	13.4	2.0	6.72	2.07e-07	5.35	2.80e-20	1.07
chr1-1159	chr1	145707682	145707982	+	19.0	0.731	11.000000	13.4	1.0	13.44	6.36e-11	2.01	7.44e-06	1.31
chr1-588	chr1	146938894	146939194	+	19.0	0.767	14.000000	13.4	0.5	26.88	1.19e-14	14.54	4.40e-39	0.84
chr1-1162	chr1	147620669	147620969	+	19.0	0.875	11.000000	13.4	3.0	4.48	1.61e-05	9.11	5.52e-30	1.07
chr1-498	chr1	154183118	154183418	+	19.0	0.800	15.000000	13.4	2.0	6.72	2.07e-07	9.27	2.58e-30	0.79
chr1-1187	chr1	155324154	155324454	+	19.0	0.690	11.000000	13.4	2.0	6.72	2.07e-07	5.52	8.11e-21	1.07
chr1-430	chr1	155745562	155745862	+	19.0	0.922	16.000000	13.4	4.0	3.36	2.74e-04	22.00	2.02e-47	0.74
chr1-757	chr1	183719346	183719646	+	19.0	0.680	13.000000	13.4	0.5	26.88	1.19e-14	18.21	1.36e-43	0.91
chr1-1637	chr1	201407065	201407365	+	19.0	0.750	10.000000	13.4	1.0	13.44	6.36e-11	7.23	1.11e-25	1.18
chr1-622	chr1	201517700	201518000	+	19.0	0.853	14.000000	13.4	2.0	6.72	2.07e-07	5.33	3.21e-20	0.91
chr1-947	chr1	202966911	202967211	+	19.0	0.942	12.000000	13.4	3.0	4.48	1.61e-05	7.30	7.54e-26	0.98
chr1-1651	chr1	204073915	204074215	+	19.0	0.887	10.000000	13.4	2.0	6.72	2.07e-07	5.06	2.59e-19	1.18
chr1-2299	chr1	204445915	204446215	+	19.0	0.891	9.000000	13.4	2.0	6.72	2.07e-07	5.05	2.94e-19	1.31
chr1-1663	chr1	208048933	208049233	+	19.0	0.960	10.000000	13.4	1.0	13.44	6.36e-11	26.41	3.83e-51	1.18
chr1-336	chr1	215567216	215567516	+	19.0	0.667	18.000000	13.4	3.0	4.48	1.61e-05	7.65	1.01e-26	0.69
chr1-778	chr1	224203632	224203932	+	19.0	0.719	13.000000	13.4	0.5	26.88	1.19e-14	10.63	5.88e-33	0.91
chr1-524	chr1	225999119	225999419	+	19.0	0.685	15.000000	13.4	2.0	6.72	2.07e-07	11.91	3.65e-35	0.79
chr1-1262	chr1	234874457	234874757	+	19.0	0.788	11.000000	13.4	0.5	26.88	1.19e-14	4.12	7.53e-16	1.07
chr1-966	chr1	243786649	243786949	+	19.0	0.846	12.000000	13.4	1.0	13.44	6.36e-11	19.09	1.53e-44	0.98
chr2-516	chr2	677357	677657	+	19.0	0.538	12.000000	13.4	1.0	13.44	6.36e-11	8.75	3.09e-29	1.07
chr2-1082	chr2	6976157	6976457	+	19.0	0.980	9.000000	13.4	0.5	26.88	1.19e-14	25.55	1.80e-50	1.31
chr2-325	chr2	12716524	12716824	+	19.0	0.635	15.000000	13.4	0.5	26.88	1.19e-14	12.99	7.41e-37	0.79
chr2-1118	chr2	26012084	26012384	+	19.0	0.697	9.000000	13.4	2.0	6.72	2.07e-07	6.02	2.32e-22	1.47
chr2-289	chr2	28361061	28361361	+	19.0	0.812	16.000000	13.4	3.0	4.48	1.61e-05	2.89	1.93e-10	0.84
chr2-218	chr2	38076082	38076382	+	19.0	0.564	18.000000	13.4	2.0	6.72	2.07e-07	3.08	2.34e-11	0.69
chr2-539	chr2	45675481	45675781	+	19.0	0.941	12.000000	13.4	1.0	13.44	6.36e-11	14.67	2.88e-39	0.98
chr2-177	chr2	46409215	46409515	+	19.0	0.716	20.000000	13.4	1.0	13.44	6.36e-11	8.47	1.27e-28	0.62
chr2-476	chr2	101410788	101411088	+	19.0	0.867	13.000000	13.4	1.0	13.44	6.36e-11	7.23	1.11e-25	0.98
chr2-300	chr2	108786666	108786966	+	19.0	0.852	16.000000	13.4	2.0	6.72	2.07e-07	21.12	1.36e-46	0.74
chr2-1281	chr2	120012899	120013199	+	19.0	0.865	9.000000	13.4	3.0	4.48	1.61e-05	10.22	3.40e-32	1.31
chr2-593	chr2	148607612	148607912	+	19.0	0.942	12.000000	13.4	0.5	26.88	1.19e-14	18.64	4.64e-44	0.98
chr2-230	chr2	151828318	151828618	+	19.0	0.842	18.000000	13.4	1.0	13.44	6.36e-11	16.00	5.33e-41	0.69
chr2-355	chr2	158458014	158458314	+	19.0	0.820	15.000000	13.4	0.5	26.88	1.19e-14	10.16	4.52e-32	0.79
chr2-999	chr2	170238771	170239071	+	19.0	0.980	10.000000	13.4	0.5	26.88	1.19e-14	22.31	1.05e-47	1.18
chr2-604	chr2	176072136	176072436	+	19.0	0.980	12.000000	13.4	2.0	6.72	2.07e-07	9.96	1.05e-31	0.98
chr2-238	chr2	201451467	201451767	+	19.0	0.809	18.000000	13.4	1.0	13.44	6.36e-11	7.27	9.16e-26	0.65
chr2-245	chr2	241561933	241562233	+	19.0	0.921	18.000000	13.4	0.5	26.88	1.19e-14	5.76	1.44e-21	0.74
chr3-325	chr3	9810015	9810315	+	19.0	0.842	18.000000	13.4	1.0	13.44	6.36e-11	6.80	1.52e-24	0.69
chr3-2115	chr3	11680401	11680701	+	19.0	0.714	9.000000	13.4	0.5	26.88	1.19e-14	9.78	2.39e-31	1.31
chr3-1658	chr3	15858834	15859134	+	19.0	0.857	10.000000	13.4	1.0	13.44	6.36e-11	8.08	9.70e-28	1.18
chr3-1672	chr3	21255440	21255740	+	19.0	0.742	10.000000	13.4	2.0	6.72	2.07e-07	22.00	2.02e-47	1.31
chr3-1060	chr3	51995723	51996023	+	19.0	0.965	12.000000	13.4	1.0	13.44	6.36e-11	8.71	3.92e-29	1.07
chr3-701	chr3	61715840	61716140	+	19.0	0.836	14.000000	13.4	1.0	13.44	6.36e-11	2.85	2.91e-10	0.84
chr3-2271	chr3	61803966	61804266	+	19.0	0.828	9.000000	13.4	4.0	3.36	2.74e-04	2.89	1.93e-10	1.31
chr3-1332	chr3	61853372	61853672	+	19.0	0.750	11.000000	13.4	4.0	3.36	2.74e-04	3.89	5.91e-15	1.31
chr3-1760	chr3	62009225	62009525	+	19.0	0.754	10.000000	13.4	4.0	3.36	2.74e-04	3.06	2.66e-11	1.18
chr3-1761	chr3	62011802	62012102	+	19.0	0.694	10.000000	13.4	4.0	3.36	2.74e-04	3.32	1.71e-12	1.31
chr3-1771	chr3	62189090	62189390	+	19.0	0.648	10.000000	13.4	2.0	6.72	2.07e-07	3.20	6.12e-12	1.31
chr3-1347	chr3	62319250	62319550	+	19.0	0.719	11.000000	13.4	4.0	3.36	2.74e-04	4.74	3.31e-18	1.07
chr3-2325	chr3	62504358	62504658	+	19.0	0.827	9.000000	13.4	0.5	26.88	1.19e-14	5.13	1.56e-19	1.31
chr3-1361	chr3	63120578	63120878	+	19.0	0.607	11.000000	13.4	3.0	4.48	1.61e-05	3.98	2.59e-15	1.07
chr3-889	chr3	63318731	63319031	+	19.0	0.707	13.000000	13.4	2.0	6.72	2.07e-07	5.56	6.11e-21	0.91
chr3-710	chr3	63344733	63345033	+	19.0	0.778	14.000000	13.4	2.0	6.72	2.07e-07	4.89	1.01e-18	0.84
chr3-921	chr3	64232973	64233273	+	19.0	0.646	13.000000	13.4	3.0	4.48	1.61e-05	2.06	3.97e-06	0.98
chr3-1436	chr3	64392954	64393254	+	19.0	0.750	11.000000	13.4	3.0	4.48	1.61e-05	1.85	5.68e-05	1.18
chr3-1947	chr3	69739096	69739396	+	19.0	0.845	10.000000	13.4	0.5	26.88	1.19e-14	12.38	6.50e-36	1.18
chr3-645	chr3	119579361	119579661	+	19.0	0.855	15.000000	13.4	1.0	13.44	6.36e-11	12.78	1.55e-36	0.79
chr3-794	chr3	120742347	120742647	+	19.0	0.648	14.000000	13.4	0.5	26.88	1.19e-14	8.17	6.24e-28	0.91
chr3-1984	chr3	124814642	124814942	+	19.0	0.785	10.000000	13.4	3.0	4.48	1.61e-05	9.72	3.14e-31	1.18
chr3-2621	chr3	128882777	128883077	+	19.0	0.943	9.000000	13.4	1.0	13.44	6.36e-11	7.14	1.98e-25	1.47
chr3-992	chr3	130491549	130491849	+	19.0	0.980	13.000000	13.4	1.0	13.44	6.36e-11	24.01	3.41e-49	0.91
chr3-993	chr3	133523754	133524054	+	19.0	0.825	13.000000	13.4	0.5	26.88	1.19e-14	10.70	4.36e-33	0.91
chr3-1561	chr3	138187743	138188043	+	19.0	0.733	11.000000	13.4	1.0	13.44	6.36e-11	7.27	9.16e-26	1.07
chr3-368	chr3	138686778	138687078	+	19.0	0.945	18.000000	13.4	2.0	6.72	2.07e-07	17.41	1.09e-42	0.74
chr3-2015	chr3	139534198	139534498	+	19.0	0.881	10.000000	13.4	0.5	26.88	1.19e-14	8.21	4.99e-28	1.31
chr3-2020	chr3	142141017	142141317	+	19.0	0.920	10.000000	13.4	4.0	3.36	2.74e-04	17.22	1.81e-42	1.18
chr3-1576	chr3	158746774	158747074	+	19.0	0.980	11.000000	13.4	2.0	6.72	2.07e-07	16.85	4.89e-42	1.07
chr3-1245	chr3	175136642	175136942	+	19.0	0.980	12.000000	13.4	0.5	26.88	1.19e-14	10.85	2.38e-33	0.98
chr3-1246	chr3	175151005	175151305	+	19.0	0.719	12.000000	13.4	1.0	13.44	6.36e-11	15.09	7.94e-40	0.98
chr3-1593	chr3	177619109	177619409	+	19.0	0.980	11.000000	13.4	1.0	13.44	6.36e-11	17.22	1.81e-42	1.07
chr3-829	chr3	194131252	194131552	+	19.0	0.836	14.000000	13.4	2.0	6.72	2.07e-07	2.96	8.82e-11	0.98
chr3-445	chr3	194333250	194333550	+	19.0	0.672	17.000000	13.4	1.0	13.44	6.36e-11	7.54	1.87e-26	0.74
chr4-196	chr4	2937296	2937596	+	19.0	0.875	11.000000	13.4	1.0	13.44	6.36e-11	7.54	1.87e-26	1.07
chr4-90	chr4	68724426	68724726	+	19.0	0.940	15.000000	13.4	0.5	26.88	1.19e-14	22.96	2.75e-48	0.79
chr4-172	chr4	75990874	75991174	+	19.0	0.879	12.000000	13.4	0.5	26.88	1.19e-14	22.63	5.39e-48	1.07
chr4-294	chr4	118757902	118758202	+	19.0	0.812	10.000000	13.4	1.0	13.44	6.36e-11	36.84	5.21e-58	1.31
chr4-83	chr4	152536005	152536305	+	19.0	0.831	16.000000	13.4	1.0	13.44	6.36e-11	10.09	5.99e-32	0.79
chr5-231	chr5	443493	443793	+	19.0	0.840	13.000000	13.4	0.5	26.88	1.19e-14	9.96	1.05e-31	0.91
chr5-143	chr5	61408685	61408985	+	19.0	0.880	16.000000	13.4	3.0	4.48	1.61e-05	41.69	1.42e-60	0.74
chr5-306	chr5	66596451	66596751	+	19.0	0.703	12.000000	13.4	0.5	26.88	1.19e-14	12.88	1.07e-36	1.07
chr5-311	chr5	77087189	77087489	+	19.0	0.672	12.000000	13.4	1.0	13.44	6.36e-11	18.00	2.32e-43	0.98
chr5-728	chr5	118967211	118967511	+	19.0	0.873	9.000000	13.4	0.5	26.88	1.19e-14	16.85	4.89e-42	1.31
chr5-265	chr5	157390517	157390817	+	19.0	0.875	13.000000	13.4	0.5	26.88	1.19e-14	21.12	1.36e-46	0.91
chr5-339	chr5	160260842	160261142	+	19.0	0.652	12.000000	13.4	0.5	26.88	1.19e-14	12.28	9.23e-36	0.98
chr5-431	chr5	175772768	175773068	+	19.0	0.656	11.000000	13.4	1.0	13.44	6.36e-11	10.63	5.88e-33	1.31
chr5-281	chr5	180090579	180090879	+	19.0	0.696	13.000000	13.4	1.0	13.44	6.36e-11	10.09	5.99e-32	0.98
chr5-88	chr5	180810109	180810409	+	19.0	0.705	21.000000	13.4	1.0	13.44	6.36e-11	6.19	7.64e-23	0.62
chr5-284	chr5	181223108	181223408	+	19.0	0.600	13.000000	13.4	2.0	6.72	2.07e-07	5.46	1.23e-20	0.91
chr6-228	chr6	3162706	3163006	+	19.0	0.841	14.000000	13.4	1.0	13.44	6.36e-11	9.21	3.33e-30	0.91
chr6-145	chr6	7541175	7541475	+	19.0	0.759	17.000000	13.4	0.5	26.88	1.19e-14	7.96	1.87e-27	0.69
chr6-273	chr6	15021797	15022097	+	19.0	0.885	13.000000	13.4	0.5	26.88	1.19e-14	7.27	9.16e-26	0.91
chr6-548	chr6	27684511	27684811	+	19.0	0.903	10.000000	13.4	3.0	4.48	1.61e-05	7.96	1.87e-27	1.47
chr6-356	chr6	27687996	27688296	+	19.0	0.761	12.000000	13.4	1.0	13.44	6.36e-11	9.37	1.54e-30	1.07
chr6-566	chr6	33360310	33360610	+	19.0	0.882	10.000000	13.4	0.5	26.88	1.19e-14	11.56	1.38e-34	1.18
chr6-373	chr6	34164014	34164314	+	19.0	0.925	12.000000	13.4	4.0	3.36	2.74e-04	8.21	4.99e-28	0.98
chr6-379	chr6	36912693	36912993	+	19.0	0.929	12.000000	13.4	0.5	26.88	1.19e-14	12.88	1.07e-36	1.07
chr6-598	chr6	42139971	42140271	+	19.0	0.900	10.000000	13.4	0.5	26.88	1.19e-14	6.12	1.23e-22	1.18
chr6-607	chr6	48638764	48639064	+	19.0	0.980	10.000000	13.4	0.5	26.88	1.19e-14	36.01	1.56e-57	1.18
chr6-164	chr6	87574219	87574519	+	19.0	0.778	17.000000	13.4	0.5	26.88	1.19e-14	22.96	2.75e-48	0.69
chr6-853	chr6	89819384	89819684	+	19.0	0.754	9.000000	13.4	2.0	6.72	2.07e-07	12.38	6.50e-36	1.47
chr6-324	chr6	134109612	134109912	+	19.0	0.980	13.000000	13.4	0.5	26.88	1.19e-14	20.58	4.66e-46	0.91
chr6-407	chr6	137309079	137309379	+	19.0	0.821	12.000000	13.4	0.5	26.88	1.19e-14	26.41	3.83e-51	1.07
chr6-504	chr6	144543354	144543654	+	19.0	0.750	11.000000	13.4	0.5	26.88	1.19e-14	56.58	5.99e-67	1.07
chr6-517	chr6	170553004	170553304	+	19.0	0.857	11.000000	13.4	3.0	4.48	1.61e-05	8.80	2.43e-29	1.07
chr7-557	chr7	291605	291905	+	19.0	0.833	11.000000	13.4	0.5	26.88	1.19e-14	8.47	1.27e-28	1.18
chr7-321	chr7	813043	813343	+	19.0	0.833	14.000000	13.4	3.0	4.48	1.61e-05	7.88	2.87e-27	0.84
chr7-142	chr7	2558818	2559118	+	19.0	0.691	20.000000	13.4	0.5	26.88	1.19e-14	5.48	1.07e-20	0.62
chr7-405	chr7	2687363	2687663	+	19.0	0.736	13.000000	13.4	0.5	26.88	1.19e-14	2.85	2.75e-10	0.98
chr7-476	chr7	5418682	5418982	+	19.0	0.653	12.000000	13.4	0.5	26.88	1.19e-14	9.11	5.52e-30	0.98
chr7-478	chr7	5494705	5495005	+	19.0	0.831	12.000000	13.4	2.0	6.72	2.07e-07	7.30	7.54e-26	0.98
chr7-337	chr7	25125226	25125526	+	19.0	0.907	14.000000	13.4	2.0	6.72	2.07e-07	18.86	2.68e-44	0.91
chr7-253	chr7	36272900	36273200	+	19.0	0.902	16.000000	13.4	1.0	13.44	6.36e-11	11.91	3.65e-35	0.74
chr7-292	chr7	73742340	73742640	+	19.0	0.672	15.000000	13.4	3.0	4.48	1.61e-05	3.58	1.27e-13	0.79
chr7-295	chr7	76291619	76291919	+	19.0	0.925	15.000000	13.4	2.0	6.72	2.07e-07	5.13	1.56e-19	0.84
chr7-504	chr7	76393032	76393332	+	19.0	0.789	12.000000	13.4	1.0	13.44	6.36e-11	8.66	4.98e-29	0.98
chr7-428	chr7	98223469	98223769	+	19.0	0.981	13.000000	13.4	0.5	26.88	1.19e-14	12.78	1.55e-36	0.98
chr7-436	chr7	101856765	101857065	+	19.0	0.875	13.000000	13.4	2.0	6.72	2.07e-07	9.21	3.33e-30	0.98
chr7-812	chr7	105144758	105145058	+	19.0	0.980	10.000000	13.4	3.0	4.48	1.61e-05	15.53	2.10e-40	1.18
chr7-646	chr7	123769438	123769738	+	19.0	0.685	11.000000	13.4	2.0	6.72	2.07e-07	15.38	3.29e-40	1.18
chr7-660	chr7	133853877	133854177	+	19.0	0.891	11.000000	13.4	0.5	26.88	1.19e-14	11.74	7.14e-35	1.18
chr7-540	chr7	138001440	138001740	+	19.0	0.732	12.000000	13.4	0.5	26.88	1.19e-14	13.09	5.10e-37	1.07
chr7-853	chr7	139914202	139914502	+	19.0	0.590	10.000000	13.4	2.0	6.72	2.07e-07	9.16	4.29e-30	1.18
chr7-273	chr7	150368662	150368962	+	19.0	0.453	16.000000	13.4	2.0	6.72	2.07e-07	5.56	6.11e-21	0.74
chr7-100	chr7	152464308	152464608	+	19.0	0.750	24.000000	13.4	2.0	6.72	2.07e-07	5.13	1.56e-19	0.51
chr7-461	chr7	152711205	152711505	+	19.0	0.903	13.000000	13.4	1.0	13.44	6.36e-11	7.84	3.55e-27	1.07
chr7-550	chr7	152933954	152934254	+	19.0	0.784	12.000000	13.4	3.0	4.48	1.61e-05	12.48	4.56e-36	1.07
chr7-317	chr7	155644590	155644890	+	19.0	0.907	15.000000	13.4	2.0	6.72	2.07e-07	12.09	1.85e-35	0.84
chr8-723	chr8	48619981	48620281	+	19.0	0.887	10.000000	13.4	3.0	4.48	1.61e-05	13.09	5.10e-37	1.18
chr8-146	chr8	63038669	63038969	+	19.0	0.696	22.000000	13.4	2.0	6.72	2.07e-07	12.09	1.85e-35	0.59
chr8-743	chr8	80120964	80121264	+	19.0	0.920	10.000000	13.4	3.0	4.48	1.61e-05	12.09	1.85e-35	1.18
chr8-149	chr8	90646136	90646436	+	19.0	0.671	22.000000	13.4	3.0	4.48	1.61e-05	4.77	2.62e-18	0.56
chr8-351	chr8	100009153	100009453	+	19.0	0.927	14.000000	13.4	4.0	3.36	2.74e-04	13.54	1.11e-37	0.84
chr8-850	chr8	122975671	122975971	+	19.0	0.833	10.000000	13.4	2.0	6.72	2.07e-07	6.12	1.23e-22	1.31
chr8-174	chr8	124218755	124219055	+	19.0	0.776	20.000000	13.4	0.5	26.88	1.19e-14	7.84	3.55e-27	0.62
chr8-431	chr8	124739280	124739580	+	19.0	0.773	13.000000	13.4	1.0	13.44	6.36e-11	5.60	4.60e-21	1.07
chr8-277	chr8	124998436	124998736	+	19.0	0.674	16.000000	13.4	3.0	4.48	1.61e-05	4.86	1.29e-18	0.79
chr8-1280	chr8	126588597	126588897	+	19.0	0.980	9.000000	13.4	3.0	4.48	1.61e-05	6.16	8.97e-23	1.31
chr8-667	chr8	133033226	133033526	+	19.0	0.831	11.000000	13.4	0.5	26.88	1.19e-14	10.49	1.06e-32	1.18
chr8-1316	chr8	133451072	133451372	+	19.0	0.707	9.000000	13.4	0.5	26.88	1.19e-14	5.41	1.86e-20	1.31
chr8-216	chr8	142676082	142676382	+	19.0	0.556	18.000000	13.4	0.5	26.88	1.19e-14	3.27	2.83e-12	0.65
chr8-284	chr8	143281575	143281875	+	19.0	0.592	16.000000	13.4	2.0	6.72	2.07e-07	7.84	3.55e-27	0.74
chr8-557	chr8	144094510	144094810	+	19.0	0.782	12.000000	13.4	3.0	4.48	1.61e-05	6.80	1.52e-24	0.98
chr8-383	chr8	144149921	144150221	+	19.0	0.750	14.000000	13.4	1.0	13.44	6.36e-11	6.00	2.71e-22	0.98
chr9-680	chr9	20391296	20391596	+	19.0	0.820	10.000000	13.4	0.5	26.88	1.19e-14	35.21	4.55e-57	1.18
chr9-396	chr9	81817596	81817896	+	19.0	0.900	13.000000	13.4	2.0	6.72	2.07e-07	16.00	5.33e-41	0.91
chr9-559	chr9	89022195	89022495	+	19.0	0.875	11.000000	13.4	1.0	13.44	6.36e-11	5.39	2.14e-20	1.31
chr9-566	chr9	91071067	91071367	+	19.0	0.766	11.000000	13.4	3.0	4.48	1.61e-05	7.65	1.01e-26	1.18
chr9-227	chr9	98256029	98256329	+	19.0	0.750	17.000000	13.4	2.0	6.72	2.07e-07	5.00	4.28e-19	0.69
chr9-995	chr9	99807364	99807664	+	19.0	0.907	9.000000	13.4	0.5	26.88	1.19e-14	17.22	1.81e-42	1.31
chr9-523	chr9	132669882	132670182	+	19.0	0.583	12.000000	13.4	1.0	13.44	6.36e-11	6.71	2.59e-24	0.98
chr9-158	chr9	133376025	133376325	+	19.0	0.695	21.000000	13.4	3.0	4.48	1.61e-05	7.33	6.20e-26	0.56
chr9-436	chr9	133485347	133485647	+	19.0	0.879	13.000000	13.4	2.0	6.72	2.07e-07	6.44	1.47e-23	0.98
chr9-324	chr9	136799910	136800210	+	19.0	0.701	15.000000	13.4	1.0	13.44	6.36e-11	3.23	4.33e-12	0.91
chr9-327	chr9	137173161	137173461	+	19.0	0.831	15.000000	13.4	2.0	6.72	2.07e-07	4.95	6.20e-19	0.84
chr9-539	chr9	137190571	137190871	+	19.0	0.859	12.000000	13.4	2.0	6.72	2.07e-07	4.03	1.62e-15	1.07
chr9-390	chr9	137618546	137618846	+	19.0	0.827	14.000000	13.4	1.0	13.44	6.36e-11	5.58	5.30e-21	0.91
chr10-278	chr10	1290194	1290494	+	19.0	0.769	12.000000	13.4	0.5	26.88	1.19e-14	8.21	4.99e-28	1.07
chr10-336	chr10	12603088	12603388	+	19.0	0.788	11.000000	13.4	1.0	13.44	6.36e-11	7.51	2.29e-26	1.31
chr10-240	chr10	35447691	35447991	+	19.0	0.817	13.000000	13.4	1.0	13.44	6.36e-11	20.85	2.53e-46	0.91
chr10-578	chr10	42991733	42992033	+	19.0	0.907	9.000000	13.4	0.5	26.88	1.19e-14	20.58	4.66e-46	1.31
chr10-586	chr10	48445076	48445376	+	19.0	0.750	9.000000	13.4	1.0	13.44	6.36e-11	9.96	1.05e-31	1.31
chr10-175	chr10	52884105	52884405	+	19.0	0.679	15.000000	13.4	0.5	26.88	1.19e-14	14.81	1.89e-39	0.84
chr10-176	chr10	59906488	59906788	+	19.0	0.659	15.000000	13.4	1.0	13.44	6.36e-11	7.01	4.21e-25	0.79
chr10-607	chr10	70405446	70405746	+	19.0	0.603	9.000000	13.4	0.5	26.88	1.19e-14	14.27	1.01e-38	1.31
chr10-613	chr10	72273484	72273784	+	19.0	0.755	9.000000	13.4	1.0	13.44	6.36e-11	6.19	7.64e-23	1.31
chr10-210	chr10	73096533	73096833	+	19.0	0.898	14.000000	13.4	1.0	13.44	6.36e-11	25.55	1.80e-50	0.84
chr10-371	chr10	79289842	79290142	+	19.0	0.889	11.000000	13.4	0.5	26.88	1.19e-14	10.36	1.91e-32	1.07
chr10-473	chr10	97869432	97869732	+	19.0	0.784	10.000000	13.4	1.0	13.44	6.36e-11	15.53	2.10e-40	1.18
chr10-218	chr10	99430835	99431135	+	19.0	0.708	14.000000	13.4	1.0	13.44	6.36e-11	13.09	5.10e-37	0.91
chr10-266	chr10	110845699	110845999	+	19.0	0.814	13.000000	13.4	0.5	26.88	1.19e-14	11.40	2.65e-34	0.98
chr10-384	chr10	116849296	116849596	+	19.0	0.697	11.000000	13.4	0.5	26.88	1.19e-14	15.23	5.12e-40	1.31
chr10-679	chr10	118592959	118593259	+	19.0	0.864	9.000000	13.4	1.0	13.44	6.36e-11	12.99	7.41e-37	1.31
chr10-162	chr10	132447750	132448050	+	19.0	0.873	16.000000	13.4	2.0	6.72	2.07e-07	5.82	9.19e-22	0.79
chr10-194	chr10	132571997	132572297	+	19.0	0.757	15.000000	13.4	1.0	13.44	6.36e-11	6.39	2.05e-23	0.79
chr11-635	chr11	12723719	12724019	+	19.0	0.938	9.000000	13.4	0.5	26.88	1.19e-14	19.80	2.77e-45	1.47
chr11-302	chr11	17077633	17077933	+	19.0	0.980	13.000000	13.4	0.5	26.88	1.19e-14	16.68	7.97e-42	0.91
chr11-506	chr11	18063146	18063446	+	19.0	0.893	10.000000	13.4	0.5	26.88	1.19e-14	25.55	1.80e-50	1.31
chr11-509	chr11	20397288	20397588	+	19.0	0.851	10.000000	13.4	1.0	13.44	6.36e-11	27.32	7.72e-52	1.31
chr11-414	chr11	45917716	45918016	+	19.0	0.661	11.000000	13.4	1.0	13.44	6.36e-11	8.34	2.54e-28	1.07
chr11-188	chr11	47848127	47848427	+	19.0	0.625	16.000000	13.4	2.0	6.72	2.07e-07	10.56	7.92e-33	0.79
chr11-264	chr11	47947201	47947501	+	19.0	0.521	14.000000	13.4	2.0	6.72	2.07e-07	8.61	6.31e-29	0.98
chr11-313	chr11	61816913	61817213	+	19.0	0.891	13.000000	13.4	1.0	13.44	6.36e-11	7.84	3.55e-27	0.91
chr11-223	chr11	61966821	61967121	+	19.0	0.865	15.000000	13.4	2.0	6.72	2.07e-07	5.11	1.77e-19	0.84
chr11-267	chr11	62880872	62881172	+	19.0	0.667	14.000000	13.4	1.0	13.44	6.36e-11	7.51	2.29e-26	0.84
chr11-425	chr11	63564586	63564886	+	19.0	0.719	11.000000	13.4	2.0	6.72	2.07e-07	10.70	4.36e-33	1.18
chr11-533	chr11	63671328	63671628	+	19.0	0.649	10.000000	13.4	0.5	26.88	1.19e-14	8.34	2.54e-28	1.18
chr11-426	chr11	63671645	63671945	+	19.0	0.653	11.000000	13.4	1.0	13.44	6.36e-11	8.56	7.98e-29	1.07
chr11-274	chr11	65570292	65570592	+	19.0	0.698	14.000000	13.4	0.5	26.88	1.19e-14	5.25	6.26e-20	0.84
chr11-571	chr11	69292382	69292682	+	19.0	0.982	10.000000	13.4	1.0	13.44	6.36e-11	4.94	7.01e-19	1.18
chr11-342	chr11	73142411	73142711	+	19.0	0.766	13.000000	13.4	2.0	6.72	2.07e-07	8.80	2.43e-29	0.91
chr11-583	chr11	73269534	73269834	+	19.0	0.849	10.000000	13.4	1.0	13.44	6.36e-11	7.27	9.16e-26	1.18
chr11-289	chr11	74465424	74465724	+	19.0	0.929	14.000000	13.4	1.0	13.44	6.36e-11	12.38	6.50e-36	0.84
chr12-766	chr12	1831059	1831359	+	19.0	0.865	9.000000	13.4	1.0	13.44	6.36e-11	13.09	5.10e-37	1.31
chr12-338	chr12	6272868	6273168	+	19.0	0.869	13.000000	13.4	1.0	13.44	6.36e-11	15.38	3.29e-40	0.98
